Benchmark,Size,Processes,Section,min time,avg time,max time,%varavg,%CPU,%total
in.rhodo.timer,32,1,Pair,25.955,25.955,25.955,0.0,100.0,69.39
in.rhodo.timer,32,1,Bond,1.5454,1.5454,1.5454,0.0,100.0,4.13
in.rhodo.timer,32,1,Kspace,3.6934,3.6934,3.6934,0.0,100.0,9.87
in.rhodo.timer,32,1,Neigh,3.1595,3.1595,3.1595,0.0,100.0,8.45
in.rhodo.timer,32,1,Comm,0.72121,0.72121,0.72121,0.0,100.0,1.93
in.rhodo.timer,32,1,Output,0.0011111,0.0011111,0.0011111,0.0,100.0,0.00
in.rhodo.timer,32,1,Modify,2.2287,2.2287,2.2287,0.0,100.0,5.96
in.rhodo.timer,32,1,Other,,0.1026,,,,0.27
in.rhodo.timer,32,2,Pair,12.943,12.987,13.031,1.2,100.0,68.40
in.rhodo.timer,32,2,Bond,0.73636,0.76422,0.79207,3.2,100.0,4.02
in.rhodo.timer,32,2,Kspace,1.8707,1.9433,2.0159,5.2,99.2,10.23
in.rhodo.timer,32,2,Neigh,1.5868,1.5873,1.5879,0.0,99.7,8.36
in.rhodo.timer,32,2,Comm,0.42585,0.42744,0.42904,0.2,99.8,2.25
in.rhodo.timer,32,2,Output,0.00064926,0.00076133,0.00087339,0.0,100.0,0.00
in.rhodo.timer,32,2,Modify,1.215,1.2187,1.2224,0.3,99.6,6.42
in.rhodo.timer,32,2,Other,,0.05791,,,,0.30
in.rhodo.timer,32,4,Pair,6.4775,6.5614,6.6781,3.2,99.9,66.14
in.rhodo.timer,32,4,Bond,0.36732,0.38248,0.40729,2.6,99.9,3.86
in.rhodo.timer,32,4,Kspace,1.0734,1.1917,1.2758,7.2,98.3,12.01
in.rhodo.timer,32,4,Neigh,0.78837,0.78862,0.78904,0.0,99.9,7.95
in.rhodo.timer,32,4,Comm,0.29156,0.2982,0.30526,1.2,98.5,3.01
in.rhodo.timer,32,4,Output,0.00055483,0.00061392,0.00078674,0.0,100.0,0.01
in.rhodo.timer,32,4,Modify,0.64254,0.66054,0.67581,1.9,98.2,6.66
in.rhodo.timer,32,4,Other,,0.0364,,,,0.37
in.rhodo.timer,32,8,Pair,3.1906,3.2564,3.3361,2.7,99.2,62.40
in.rhodo.timer,32,8,Bond,0.18179,0.1929,0.20916,2.0,99.9,3.70
in.rhodo.timer,32,8,Kspace,0.68458,0.77101,0.84213,5.6,97.8,14.77
in.rhodo.timer,32,8,Neigh,0.40672,0.40698,0.40747,0.0,99.2,7.80
in.rhodo.timer,32,8,Comm,0.19525,0.20017,0.21219,1.5,96.4,3.84
in.rhodo.timer,32,8,Output,0.00045598,0.00048699,0.00069003,0.0,100.0,0.01
in.rhodo.timer,32,8,Modify,0.34387,0.3696,0.37861,2.3,97.6,7.08
in.rhodo.timer,32,8,Other,,0.02133,,,,0.41
in.rhodo.timer,32,16,Pair,1.5824,1.6486,1.7142,2.4,98.9,57.65
in.rhodo.timer,32,16,Bond,0.08566,0.099241,0.11319,2.3,99.7,3.47
in.rhodo.timer,32,16,Kspace,0.41826,0.48949,0.54207,4.4,98.6,17.12
in.rhodo.timer,32,16,Neigh,0.21476,0.2153,0.21575,0.1,96.5,7.53
in.rhodo.timer,32,16,Comm,0.13819,0.14206,0.15515,1.3,97.0,4.97
in.rhodo.timer,32,16,Output,0.00047347,0.00049218,0.00072978,0.0,100.0,0.02
in.rhodo.timer,32,16,Modify,0.21853,0.24904,0.25421,2.1,98.6,8.71
in.rhodo.timer,32,16,Other,,0.01552,,,,0.54
in.rhodo.timer,32,32,Pair,0.80246,0.86342,0.91238,2.8,97.6,49.10
in.rhodo.timer,32,32,Bond,0.013393,0.052452,0.081033,11.3,98.0,2.98
in.rhodo.timer,32,32,Kspace,0.28956,0.3386,0.39685,4.0,95.8,19.26
in.rhodo.timer,32,32,Neigh,0.14211,0.14282,0.14362,0.1,94.2,8.12
in.rhodo.timer,32,32,Comm,0.116,0.11916,0.12402,0.6,94.3,6.78
in.rhodo.timer,32,32,Output,0.00053074,0.00054424,0.00076395,0.0,100.0,0.03
in.rhodo.timer,32,32,Modify,0.21481,0.22628,0.23445,1.0,96.2,12.87
in.rhodo.timer,32,32,Other,,0.01511,,,,0.86
in.rhodo.timer,32,64,Pair,0.44557,0.48561,0.53761,2.9,96.2,41.79
in.rhodo.timer,32,64,Bond,0.0053225,0.030656,0.049477,8.4,96.5,2.64
in.rhodo.timer,32,64,Kspace,0.22606,0.27908,0.32669,3.8,94.9,24.02
in.rhodo.timer,32,64,Neigh,0.087525,0.089181,0.090898,0.3,95.7,7.67
in.rhodo.timer,32,64,Comm,0.11327,0.11748,0.12179,0.6,94.4,10.11
in.rhodo.timer,32,64,Output,0.00055895,0.00056623,0.00081922,0.0,100.0,0.05
in.rhodo.timer,32,64,Modify,0.14089,0.14756,0.15337,0.8,95.6,12.70
in.rhodo.timer,32,64,Other,,0.01198,,,,1.03
in.rhodo.timer,256,1,Pair,117.51,117.51,117.51,0.0,100.0,66.67
in.rhodo.timer,256,1,Bond,7.315,7.315,7.315,0.0,100.0,4.15
in.rhodo.timer,256,1,Kspace,18.021,18.021,18.021,0.0,100.0,10.22
in.rhodo.timer,256,1,Neigh,14.03,14.03,14.03,0.0,100.0,7.96
in.rhodo.timer,256,1,Comm,5.6138,5.6138,5.6138,0.0,99.9,3.19
in.rhodo.timer,256,1,Output,0.0028883,0.0028883,0.0028883,0.0,100.0,0.00
in.rhodo.timer,256,1,Modify,13.301,13.301,13.301,0.0,100.0,7.55
in.rhodo.timer,256,1,Other,,0.4582,,,,0.26
in.rhodo.timer,256,2,Pair,58.501,58.832,59.163,4.3,100.0,66.42
in.rhodo.timer,256,2,Bond,3.4706,3.5295,3.5884,3.1,100.0,3.98
in.rhodo.timer,256,2,Kspace,9.1221,9.5127,9.9032,12.7,98.9,10.74
in.rhodo.timer,256,2,Neigh,6.9716,6.9716,6.9717,0.0,99.9,7.87
in.rhodo.timer,256,2,Comm,2.7695,2.7702,2.7709,0.0,98.6,3.13
in.rhodo.timer,256,2,Output,0.0013873,0.0014058,0.0014243,0.0,100.0,0.00
in.rhodo.timer,256,2,Modify,6.7333,6.7353,6.7374,0.1,100.0,7.60
in.rhodo.timer,256,2,Other,,0.2188,,,,0.25
in.rhodo.timer,256,4,Pair,29.325,29.587,29.883,3.8,100.0,65.52
in.rhodo.timer,256,4,Bond,1.7476,1.7722,1.801,1.4,99.9,3.92
in.rhodo.timer,256,4,Kspace,4.6796,4.9506,5.2157,8.8,97.6,10.96
in.rhodo.timer,256,4,Neigh,3.5429,3.5434,3.5439,0.0,100.0,7.85
in.rhodo.timer,256,4,Comm,1.5203,1.5281,1.5374,0.6,97.6,3.38
in.rhodo.timer,256,4,Output,0.00073468,0.00076062,0.00077061,0.0,100.0,0.00
in.rhodo.timer,256,4,Modify,3.6208,3.6467,3.6661,1.0,99.9,8.08
in.rhodo.timer,256,4,Other,,0.1284,,,,0.28
in.rhodo.timer,256,8,Pair,14.666,14.774,14.933,2.0,100.0,64.76
in.rhodo.timer,256,8,Bond,0.87483,0.89021,0.90514,1.1,100.0,3.90
in.rhodo.timer,256,8,Kspace,2.2263,2.3898,2.5046,5.2,97.2,10.48
in.rhodo.timer,256,8,Neigh,1.798,1.7988,1.7998,0.0,100.0,7.89
in.rhodo.timer,256,8,Comm,0.82724,0.8458,0.8535,1.1,96.8,3.71
in.rhodo.timer,256,8,Output,0.00040697,0.00042346,0.00043772,0.0,100.0,0.00
in.rhodo.timer,256,8,Modify,2.0014,2.017,2.0553,1.5,99.7,8.84
in.rhodo.timer,256,8,Other,,0.09614,,,,0.42
in.rhodo.timer,256,16,Pair,7.3543,7.4768,7.6055,2.4,100.0,63.19
in.rhodo.timer,256,16,Bond,0.43455,0.44773,0.47021,1.6,99.9,3.78
in.rhodo.timer,256,16,Kspace,1.1475,1.2765,1.3988,6.0,96.2,10.79
in.rhodo.timer,256,16,Neigh,0.91892,0.92061,0.92262,0.1,100.0,7.78
in.rhodo.timer,256,16,Comm,0.4908,0.50171,0.51986,1.4,96.5,4.24
in.rhodo.timer,256,16,Output,0.00024913,0.00025603,0.00028431,0.0,100.0,0.00
in.rhodo.timer,256,16,Modify,1.112,1.1466,1.168,2.1,99.3,9.69
in.rhodo.timer,256,16,Other,,0.06233,,,,0.53
in.rhodo.timer,256,32,Pair,3.7037,3.779,3.8593,2.1,99.9,60.56
in.rhodo.timer,256,32,Bond,0.18756,0.23806,0.29315,8.7,100.0,3.82
in.rhodo.timer,256,32,Kspace,0.64376,0.69586,0.79361,4.1,95.8,11.15
in.rhodo.timer,256,32,Neigh,0.48148,0.48247,0.48343,0.1,99.9,7.73
in.rhodo.timer,256,32,Comm,0.3195,0.32825,0.35207,1.6,96.2,5.26
in.rhodo.timer,256,32,Output,0.00016667,0.00016981,0.00019951,0.0,100.0,0.00
in.rhodo.timer,256,32,Modify,0.62298,0.67077,0.6854,2.4,98.4,10.75
in.rhodo.timer,256,32,Other,,0.04509,,,,0.72
in.rhodo.timer,256,64,Pair,2.0161,2.1105,2.1931,3.2,99.7,55.57
in.rhodo.timer,256,64,Bond,0.10076,0.13364,0.16906,6.6,99.7,3.52
in.rhodo.timer,256,64,Kspace,0.43144,0.51123,0.59845,6.7,92.0,13.46
in.rhodo.timer,256,64,Neigh,0.2806,0.28201,0.28342,0.1,99.8,7.43
in.rhodo.timer,256,64,Comm,0.24428,0.26405,0.27873,2.3,94.5,6.95
in.rhodo.timer,256,64,Output,0.00014248,0.00014623,0.00018196,0.0,100.0,0.00
in.rhodo.timer,256,64,Modify,0.42,0.44965,0.48594,3.9,96.4,11.84
in.rhodo.timer,256,64,Other,,0.04657,,,,1.23
in.rhodo.timer,864,1,Pair,118.07,118.07,118.07,0.0,100.0,66.79
in.rhodo.timer,864,1,Bond,7.3148,7.3148,7.3148,0.0,99.9,4.14
in.rhodo.timer,864,1,Kspace,18.083,18.083,18.083,0.0,100.0,10.23
in.rhodo.timer,864,1,Neigh,14.012,14.012,14.012,0.0,100.0,7.93
in.rhodo.timer,864,1,Comm,5.6203,5.6203,5.6203,0.0,99.9,3.18
in.rhodo.timer,864,1,Output,0.0028513,0.0028513,0.0028513,0.0,100.0,0.00
in.rhodo.timer,864,1,Modify,13.222,13.222,13.222,0.0,100.0,7.48
in.rhodo.timer,864,1,Other,,0.4556,,,,0.26
in.rhodo.timer,864,2,Pair,59.369,59.406,59.444,0.5,100.0,66.96
in.rhodo.timer,864,2,Bond,3.4986,3.5378,3.577,2.1,99.9,3.99
in.rhodo.timer,864,2,Kspace,8.9962,9.0743,9.1525,2.6,99.6,10.23
in.rhodo.timer,864,2,Neigh,6.9787,6.9792,6.9797,0.0,99.9,7.87
in.rhodo.timer,864,2,Comm,2.7678,2.7711,2.7744,0.2,98.8,3.12
in.rhodo.timer,864,2,Output,0.0013914,0.0014112,0.0014311,0.1,100.0,0.00
in.rhodo.timer,864,2,Modify,6.728,6.7354,6.7428,0.3,99.9,7.59
in.rhodo.timer,864,2,Other,,0.2196,,,,0.25
in.rhodo.timer,864,4,Pair,29.263,29.506,29.765,3.3,100.0,65.54
in.rhodo.timer,864,4,Bond,1.7362,1.7708,1.8127,2.1,100.0,3.93
in.rhodo.timer,864,4,Kspace,4.6496,4.9117,5.166,8.3,97.9,10.91
in.rhodo.timer,864,4,Neigh,3.5332,3.5345,3.5358,0.0,100.0,7.85
in.rhodo.timer,864,4,Comm,1.5172,1.5249,1.5337,0.6,97.8,3.39
in.rhodo.timer,864,4,Output,0.00073841,0.00076414,0.00077517,0.0,100.0,0.00
in.rhodo.timer,864,4,Modify,3.6123,3.6375,3.6572,1.0,99.9,8.08
in.rhodo.timer,864,4,Other,,0.1306,,,,0.29
in.rhodo.timer,864,8,Pair,14.666,14.823,15.087,3.2,100.0,64.55
in.rhodo.timer,864,8,Bond,0.87228,0.89147,0.91154,1.3,100.0,3.88
in.rhodo.timer,864,8,Kspace,2.2225,2.4902,2.6559,7.7,96.3,10.84
in.rhodo.timer,864,8,Neigh,1.7969,1.7979,1.7989,0.0,100.0,7.83
in.rhodo.timer,864,8,Comm,0.82972,0.84522,0.8517,1.0,96.6,3.68
in.rhodo.timer,864,8,Output,0.00040346,0.00042238,0.0004408,0.0,100.0,0.00
in.rhodo.timer,864,8,Modify,2.0033,2.0188,2.0531,1.4,99.6,8.79
in.rhodo.timer,864,8,Other,,0.09601,,,,0.42
in.rhodo.timer,864,16,Pair,7.3558,7.464,7.5354,1.7,100.0,63.42
in.rhodo.timer,864,16,Bond,0.4342,0.44848,0.46944,1.6,100.0,3.81
in.rhodo.timer,864,16,Kspace,1.1551,1.2256,1.331,4.3,97.1,10.41
in.rhodo.timer,864,16,Neigh,0.91986,0.92158,0.92318,0.1,100.0,7.83
in.rhodo.timer,864,16,Comm,0.48969,0.50209,0.52042,1.5,96.1,4.27
in.rhodo.timer,864,16,Output,0.00024822,0.00025476,0.00028576,0.0,100.0,0.00
in.rhodo.timer,864,16,Modify,1.11,1.1447,1.1671,2.2,99.4,9.73
in.rhodo.timer,864,16,Other,,0.06264,,,,0.53
in.rhodo.timer,864,32,Pair,3.7125,3.7803,3.856,2.0,99.9,60.38
in.rhodo.timer,864,32,Bond,0.18653,0.2377,0.29293,8.6,100.0,3.80
in.rhodo.timer,864,32,Kspace,0.63985,0.71201,0.79217,4.2,95.7,11.37
in.rhodo.timer,864,32,Neigh,0.48264,0.48365,0.48459,0.1,99.9,7.72
in.rhodo.timer,864,32,Comm,0.32018,0.33092,0.35323,1.6,95.7,5.29
in.rhodo.timer,864,32,Output,0.00024877,0.00025161,0.00029021,0.0,100.0,0.00
in.rhodo.timer,864,32,Modify,0.62117,0.67001,0.68508,2.4,98.2,10.70
in.rhodo.timer,864,32,Other,,0.04639,,,,0.74
in.rhodo.timer,864,64,Pair,2.0281,2.1126,2.1965,3.3,99.7,55.38
in.rhodo.timer,864,64,Bond,0.10092,0.13379,0.16817,6.6,99.7,3.51
in.rhodo.timer,864,64,Kspace,0.43673,0.51984,0.60284,6.9,91.1,13.63
in.rhodo.timer,864,64,Neigh,0.28063,0.28199,0.28318,0.1,99.9,7.39
in.rhodo.timer,864,64,Comm,0.24357,0.26556,0.28133,2.3,94.6,6.96
in.rhodo.timer,864,64,Output,0.00014159,0.00014499,0.00019048,0.0,100.0,0.00
in.rhodo.timer,864,64,Modify,0.42422,0.45259,0.49221,3.9,97.6,11.87
in.rhodo.timer,864,64,Other,,0.04799,,,,1.26
in.rhodo.timer,2048,1,Pair,118.31,118.31,118.31,0.0,100.0,66.81
in.rhodo.timer,2048,1,Bond,7.3295,7.3295,7.3295,0.0,100.0,4.14
in.rhodo.timer,2048,1,Kspace,18.125,18.125,18.125,0.0,100.0,10.24
in.rhodo.timer,2048,1,Neigh,13.995,13.995,13.995,0.0,100.0,7.90
in.rhodo.timer,2048,1,Comm,5.6167,5.6167,5.6167,0.0,99.9,3.17
in.rhodo.timer,2048,1,Output,0.0028678,0.0028678,0.0028678,0.0,100.0,0.00
in.rhodo.timer,2048,1,Modify,13.245,13.245,13.245,0.0,100.0,7.48
in.rhodo.timer,2048,1,Other,,0.4542,,,,0.26
in.rhodo.timer,2048,2,Pair,58.793,58.929,59.065,1.8,100.0,66.71
in.rhodo.timer,2048,2,Bond,3.4979,3.5301,3.5623,1.7,100.0,4.00
in.rhodo.timer,2048,2,Kspace,8.9783,9.1471,9.316,5.6,99.5,10.36
in.rhodo.timer,2048,2,Neigh,6.9998,7,7.0002,0.0,99.7,7.92
in.rhodo.timer,2048,2,Comm,2.7662,2.7679,2.7696,0.1,98.8,3.13
in.rhodo.timer,2048,2,Output,0.0014666,0.0014845,0.0015025,0.0,100.0,0.00
in.rhodo.timer,2048,2,Modify,6.7305,6.736,6.7415,0.2,99.9,7.63
in.rhodo.timer,2048,2,Other,,0.2191,,,,0.25
in.rhodo.timer,2048,4,Pair,29.429,29.562,29.862,3.2,100.0,65.52
in.rhodo.timer,2048,4,Bond,1.7433,1.7706,1.7998,1.5,100.0,3.92
in.rhodo.timer,2048,4,Kspace,4.6388,4.9423,5.1052,8.1,97.8,10.95
in.rhodo.timer,2048,4,Neigh,3.528,3.5288,3.5296,0.0,100.0,7.82
in.rhodo.timer,2048,4,Comm,1.5163,1.5264,1.5375,0.7,98.1,3.38
in.rhodo.timer,2048,4,Output,0.00073411,0.00075787,0.00076725,0.0,100.0,0.00
in.rhodo.timer,2048,4,Modify,3.6323,3.658,3.6815,1.0,99.8,8.11
in.rhodo.timer,2048,4,Other,,0.1302,,,,0.29
in.rhodo.timer,2048,8,Pair,14.657,14.791,14.952,2.6,100.0,64.83
in.rhodo.timer,2048,8,Bond,0.87438,0.89026,0.90775,1.2,100.0,3.90
in.rhodo.timer,2048,8,Kspace,2.2213,2.3796,2.5176,6.6,97.3,10.43
in.rhodo.timer,2048,8,Neigh,1.7958,1.7966,1.7976,0.0,100.0,7.87
in.rhodo.timer,2048,8,Comm,0.83089,0.85002,0.85782,1.1,97.2,3.73
in.rhodo.timer,2048,8,Output,0.00040352,0.00042165,0.00044214,0.0,100.0,0.00
in.rhodo.timer,2048,8,Modify,1.9991,2.0141,2.0535,1.5,99.6,8.83
in.rhodo.timer,2048,8,Other,,0.09233,,,,0.40
in.rhodo.timer,2048,16,Pair,7.3359,7.4495,7.6358,2.5,100.0,62.87
in.rhodo.timer,2048,16,Bond,0.43564,0.44816,0.47169,1.6,99.9,3.78
in.rhodo.timer,2048,16,Kspace,1.1473,1.3161,1.428,5.9,96.3,11.11
in.rhodo.timer,2048,16,Neigh,0.91779,0.91966,0.92162,0.1,100.0,7.76
in.rhodo.timer,2048,16,Comm,0.49045,0.50085,0.51467,1.4,96.5,4.23
in.rhodo.timer,2048,16,Output,0.00024442,0.00025054,0.00028032,0.0,100.0,0.00
in.rhodo.timer,2048,16,Modify,1.1196,1.1518,1.173,2.1,99.5,9.72
in.rhodo.timer,2048,16,Other,,0.06189,,,,0.52
in.rhodo.timer,2048,32,Pair,3.7205,3.7814,3.8504,1.9,99.9,60.60
in.rhodo.timer,2048,32,Bond,0.18547,0.23545,0.29165,8.6,99.9,3.77
in.rhodo.timer,2048,32,Kspace,0.63371,0.69419,0.75272,3.4,96.7,11.12
in.rhodo.timer,2048,32,Neigh,0.48111,0.48228,0.48324,0.1,99.9,7.73
in.rhodo.timer,2048,32,Comm,0.31933,0.32867,0.35114,1.7,95.2,5.27
in.rhodo.timer,2048,32,Output,0.00021357,0.00021831,0.0002531,0.0,100.0,0.00
in.rhodo.timer,2048,32,Modify,0.62613,0.67247,0.68684,2.6,97.6,10.78
in.rhodo.timer,2048,32,Other,,0.04572,,,,0.73
in.rhodo.timer,2048,64,Pair,2.0255,2.1101,2.2246,3.5,99.8,54.03
in.rhodo.timer,2048,64,Bond,0.1005,0.13284,0.16672,6.6,99.6,3.40
in.rhodo.timer,2048,64,Kspace,0.46075,0.60328,0.69146,6.8,89.7,15.45
in.rhodo.timer,2048,64,Neigh,0.29189,0.29283,0.29402,0.1,99.9,7.50
in.rhodo.timer,2048,64,Comm,0.24642,0.2663,0.28306,2.4,94.6,6.82
in.rhodo.timer,2048,64,Output,0.0001418,0.00014449,0.00018133,0.0,100.0,0.00
in.rhodo.timer,2048,64,Modify,0.42052,0.45184,0.48894,3.9,96.7,11.57
in.rhodo.timer,2048,64,Other,,0.04807,,,,1.23
