Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation,Benchmark,Size,GPUs
0.0,66710885,2286,29182.4,1568,61792,15696.8,MEMORY_OPER,[CUDA memcpy HtoD],in.lj-double,32,6
0.0,48978425,13752,3561.5,1687,686953,6035.4,CUDA_API,cuEventRecord,in.lj-double,32,6
0.0,34851917,1818,19170.5,17632,41216,2683.5,CUDA_KERNEL,k_lj_fast,in.lj-double,32,6
0.0,31482278,2160,14575.1,5547,610386,14026.1,CUDA_API,cuLaunchKernel,in.lj-double,32,6
0.0,28877623,2232,12938.0,3870,357780,29449.7,CUDA_API,cuMemcpyHtoDAsync_v2,in.lj-double,32,6
0.0,16059304,2052,7826.2,4197,24808,2486.7,CUDA_API,cuMemcpyDtoHAsync_v2,in.lj-double,32,6
0.0,13761488,72,191131.8,79829,333639,65711.5,CUDA_API,cuModuleLoadDataEx,in.lj-double,32,6
0.0,12317299,2088,5899.1,1727,38560,2664.9,MEMORY_OPER,[CUDA memcpy DtoH],in.lj-double,32,6
0.0,8876499,18,493138.8,74652,936827,263400.4,CUDA_API,cuMemGetInfo_v2,in.lj-double,32,6
0.0,6686322,108,61910.4,60384,69089,1900.4,CUDA_KERNEL,calc_neigh_list_cell,in.lj-double,32,6
0.0,5919686,396,14948.7,2151,304017,36806.0,CUDA_API,cuStreamSynchronize,in.lj-double,32,6
0.0,3256995,54,60314.7,9752,99606,34743.7,CUDA_API,cuMemcpyHtoD_v2,in.lj-double,32,6
0.0,1519787,36,42216.3,32678,61442,7824.7,CUDA_API,cuMemcpyDtoH_v2,in.lj-double,32,6
0.0,845350,576,1467.6,407,12137,1447.7,CUDA_API,cuEventCreate,in.lj-double,32,6
0.0,769914,198,3888.5,3296,7808,539.5,CUDA_KERNEL,kernel_zero,in.lj-double,32,6
0.0,383255,576,665.4,282,2500,329.6,CUDA_API,cuEventDestroy_v2,in.lj-double,32,6
0.0,317907,18,17661.5,13896,23045,2672.4,CUDA_API,cuMemsetD8Async,in.lj-double,32,6
0.0,138020,36,3833.9,3488,4321,234.8,CUDA_KERNEL,kernel_info,in.lj-double,32,6
0.0,96617,18,5367.6,2788,6368,1150.7,CUDA_API,cuInit,in.lj-double,32,6
0.0,35968,18,1998.2,1824,2400,164.4,MEMORY_OPER,[CUDA memset],in.lj-double,32,6
63.2,362735171363,48,7556982736.7,7376975311,7634679843,63544515.8,CUDA_API,cuCtxCreate_v2,in.lj-double,32,8
35.8,205398739969,48,4279140416.0,4144200869,4323912700,48292687.9,CUDA_API,cuCtxDestroy_v2,in.lj-double,32,8
0.5,2635399478,120,21961662.3,15388,105484054,35815675.3,CUDA_API,cuMemHostAlloc,in.lj-double,32,8
0.3,1620629221,272,5958195.7,8097,48812696,11994648.1,CUDA_API,cuMemFreeHost,in.lj-double,32,8
0.1,510665025,444,1150146.5,5526,20873287,3525003.3,CUDA_API,cuMemFree_v2,in.lj-double,32,8
0.1,384044115,444,864964.2,4516,32491452,3057810.6,CUDA_API,cuMemAlloc_v2,in.lj-double,32,8
0.1,359538703,11400,31538.5,1588,599351,73839.5,CUDA_API,cuEventSynchronize,in.lj-double,32,8
0.0,183771920,152,1209025.8,7010,8930431,2828491.3,CUDA_API,cuMemAllocHost_v2,in.lj-double,32,8
0.0,81303821,3048,26674.5,1568,59776,13875.4,MEMORY_OPER,[CUDA memcpy HtoD],in.lj-double,32,8
