Time(%),Total Time (ns),Instances,Average (ns),Minimum (ns),Maximum (ns),StdDev (ns),Category,Operation,Benchmark,Size,GPUs
0.2,2358075336,13176,178967.5,1504,6768266,753908.1,MEMORY_OPER,[CUDA memcpy HtoD],in.rhodo,864,1
0.1,1484041239,3636,408152.2,382461,448029,8319.6,CUDA_KERNEL,k_charmm_long,in.rhodo,864,1
0.0,667182541,432,1544404.0,1341237,1667155,96969.9,CUDA_KERNEL,calc_neigh_list_cell,in.rhodo,864,1
0.0,538241483,18648,28863.2,1791,95199,27054.5,MEMORY_OPER,[CUDA memcpy DtoH],in.rhodo,864,1
0.0,529244640,3636,145556.8,135616,162783,4411.4,CUDA_KERNEL,make_rho,in.rhodo,864,1
0.0,354235299,96048,3688.1,1562,96878,3955.3,CUDA_API,cuEventRecord,in.rhodo,864,1
0.0,300664966,396,759255.0,5869,10434868,1219860.8,CUDA_API,cuMemAllocHost_v2,in.rhodo,864,1
0.0,218176889,16308,13378.5,5050,105843,8212.8,CUDA_API,cuLaunchKernel,in.rhodo,864,1
0.0,182208158,11772,15478.1,3942,82596,8818.7,CUDA_API,cuMemcpyHtoDAsync_v2,in.rhodo,864,1
0.0,166924621,432,386399.6,362909,434108,10221.7,CUDA_KERNEL,kernel_special,in.rhodo,864,1
0.0,116619688,3636,32073.6,27776,42719,2841.2,CUDA_KERNEL,interp,in.rhodo,864,1
0.0,111135328,18576,5982.7,3354,41860,2200.2,CUDA_API,cuMemcpyDtoHAsync_v2,in.rhodo,864,1
0.0,96925554,792,122380.8,1882,3318966,404995.4,CUDA_API,cuStreamSynchronize,in.rhodo,864,1
0.0,94092217,3744,25131.5,6433,105285,9504.1,CUDA_API,cuMemsetD8Async,in.rhodo,864,1
0.0,47594383,72,661033.1,87972,1415524,337809.6,CUDA_API,cuMemGetInfo_v2,in.rhodo,864,1
0.0,39023450,3636,10732.5,5919,31935,5284.4,CUDA_KERNEL,particle_map,in.rhodo,864,1
0.0,33673271,180,187073.7,88400,463490,52711.0,CUDA_API,cuModuleLoadDataEx,in.rhodo,864,1
0.0,32101846,3744,8574.2,1696,29632,6100.1,MEMORY_OPER,[CUDA memset],in.rhodo,864,1
0.0,9792751,432,22668.4,19776,40448,3115.1,CUDA_KERNEL,transpose,in.rhodo,864,1
0.0,3101945,72,43082.6,31974,113819,15164.4,CUDA_API,cuMemcpyDtoH_v2,in.rhodo,864,1
0.0,2017460,1512,1334.3,254,58739,2483.8,CUDA_API,cuEventDestroy_v2,in.rhodo,864,1
0.0,1795626,1512,1187.6,372,45844,1815.0,CUDA_API,cuEventCreate,in.rhodo,864,1
0.0,1316005,396,3323.2,2848,5184,269.2,CUDA_KERNEL,kernel_zero,in.rhodo,864,1
0.0,270619,72,3758.6,3488,4288,232.4,CUDA_KERNEL,kernel_info,in.rhodo,864,1
0.0,204989,36,5694.1,3737,7631,552.3,CUDA_API,cuInit,in.rhodo,864,1
